date,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
1990-01-01,0.0102,0.0824,0.12960000000000002,-0.9998999999999999,-0.9998999999999999,0.005699999999999999,0.0545
1990-02-01,0.037599999999999995,0.0535,0.0264,-0.9998999999999999,-0.9998999999999999,0.005699999999999999,0.0207
1990-03-01,-0.0507,-0.0187,0.0288,-0.9998999999999999,-0.9998999999999999,0.0064,-0.019
1990-04-01,-0.011200000000000002,0.0176,-0.0717,-0.9998999999999999,-0.9998999999999999,0.0069,-0.044800000000000006
1990-05-01,0.08130000000000001,-0.0196,0.050300000000000004,-0.9998999999999999,-0.9998999999999999,0.0068000000000000005,0.052300000000000006
1990-06-01,0.0365,0.0564,-0.1435,-0.9998999999999999,-0.9998999999999999,0.0063,-0.0025
1990-07-01,0.0713,0.0116,-0.0375,-0.9998999999999999,-0.9998999999999999,0.0068000000000000005,0.0335
1990-08-01,-0.1329,0.0259,-0.0165,-0.9998999999999999,-0.9998999999999999,0.0066,-0.049400000000000006
1990-09-01,-0.11630000000000001,0.0775,0.0111,-0.9998999999999999,-0.9998999999999999,0.006,-0.035699999999999996
1990-10-01,0.0101,0.0557,-0.10210000000000001,-0.9998999999999999,-0.9998999999999999,0.0068000000000000005,-0.0322
1990-11-01,-0.043,0.0171,-0.037599999999999995,-0.9998999999999999,-0.9998999999999999,0.005699999999999999,0.0173
1990-12-01,0.0014000000000000002,-0.0097,0.0401,-0.9998999999999999,-0.9998999999999999,0.006,-0.0183
1991-01-01,0.0202,0.004699999999999999,-0.0001,-0.9998999999999999,-0.9998999999999999,0.0052,-0.0059
1991-02-01,0.1231,-0.0506,0.055,-0.9998999999999999,-0.9998999999999999,0.0048,-0.08839999999999999
1991-03-01,0.0236,0.0455,0.0555,-0.9998999999999999,-0.9998999999999999,0.0044,0.0346
1991-04-01,0.0006,0.0005,-0.0326,-0.9998999999999999,-0.9998999999999999,0.0053,0.046900000000000004
1991-05-01,0.0449,0.0662,0.0524,-0.9998999999999999,-0.9998999999999999,0.004699999999999999,0.0364
1991-06-01,-0.0387,-0.0155,-0.041299999999999996,-0.9998999999999999,-0.9998999999999999,0.0042,0.0128
1991-07-01,0.009899999999999999,-0.060599999999999994,0.0365,-0.0146,-0.9998999999999999,0.0049,0.0009
1991-08-01,0.0009,-0.0443,0.050499999999999996,0.0342,-0.9998999999999999,0.0046,-0.0015
1991-09-01,-0.035,-0.0014000000000000002,-0.0132,-0.0077,-0.9998999999999999,0.0046,-0.0001
1991-10-01,0.04769999999999999,-0.042199999999999994,0.0095,-0.0103,-0.9998999999999999,0.0042,0.0078000000000000005
1991-11-01,-0.0049,0.029900000000000003,0.024399999999999998,0.0559,-0.9998999999999999,0.0039000000000000003,-0.0079
1991-12-01,0.0852,-0.0331,0.0438,0.0528,-0.9998999999999999,0.0038,0.0103
1992-01-01,0.0866,-0.0572,0.0271,-0.08929999999999999,-0.9998999999999999,0.0034000000000000002,0.0332
1992-02-01,0.0447,-0.0435,0.0364,-0.0584,-0.9998999999999999,0.0028000000000000004,0.026000000000000002
1992-03-01,-0.0265,0.0373,-0.0263,0.0535,-0.9998999999999999,0.0034000000000000002,0.0095
1992-04-01,-0.0096,0.0384,0.0161,0.0062,-0.9998999999999999,0.0032,-0.0029
1992-05-01,-0.0060999999999999995,-0.0097,0.022099999999999998,-0.0277,-0.9998999999999999,0.0028000000000000004,0.0388
1992-06-01,-0.0771,0.0718,-0.0565,0.083,-0.9998999999999999,0.0032,0.0455
1992-07-01,-0.0049,0.0174,-0.02,0.0393,-0.027200000000000002,0.0031,0.054299999999999994
1992-08-01,-0.0364,-0.0025,-0.023,0.035699999999999996,-0.0225,0.0026,0.0567
1992-09-01,-0.012199999999999999,-0.0329,-0.0011,0.0134,0.0098,0.0026,-0.0184
1992-10-01,0.044000000000000004,0.0,-0.0075,-0.026699999999999998,-0.0513,0.0023,-0.0132
1992-11-01,-0.0072,0.0279,-0.0060999999999999995,0.0016,-0.08789999999999999,0.0023,-0.0345
1992-12-01,0.0197,0.011200000000000002,-0.028399999999999998,0.0083,-0.0178,0.0028000000000000004,0.0086
1993-01-01,-0.0086,-0.015700000000000002,0.0152,-0.012199999999999999,0.0118,0.0023,0.011000000000000001
1993-02-01,0.031200000000000002,0.0308,0.0552,-0.023399999999999997,0.0146,0.0022,0.034300000000000004
1993-03-01,0.032,0.0155,-0.015,-0.0146,-0.07,0.0025,-0.0315
1993-04-01,0.0409,0.0412,0.0559,-0.0611,0.0599,0.0024,0.0258
1993-05-01,0.041100000000000005,0.0334,0.0408,-0.047400000000000005,0.052199999999999996,0.0022,0.0187
1993-06-01,0.0024,-0.0259,-0.0229,0.0002,-0.031400000000000004,0.0025,-0.0364
1993-07-01,0.0345,0.006999999999999999,-0.0197,0.0152,-0.005600000000000001,0.0024,0.0066
1993-08-01,0.08259999999999999,0.0123,0.059699999999999996,-0.0273,0.0087,0.0025,0.020499999999999997
1993-09-01,0.0461,0.0338,0.0301,-0.0231,0.014499999999999999,0.0026,0.057800000000000004
1993-10-01,0.0942,0.0426,-0.0258,0.0152,-0.046,0.0022,0.0908
1993-11-01,0.0602,0.0317,0.062400000000000004,-0.0519,0.0166,0.0025,0.0512
1993-12-01,0.18239999999999998,0.0255,0.0414,-0.038900000000000004,0.0152,0.0023,0.0128
1994-01-01,-0.013500000000000002,-0.0538,0.0209,-0.022000000000000002,0.0226,0.0025,-0.0951
1994-02-01,-0.0121,0.0729,0.0038,-0.006999999999999999,-0.0091,0.0021,0.029500000000000002
1994-03-01,-0.1162,-0.003,-0.014199999999999999,0.0195,-0.0151,0.0027,-0.0273
1994-04-01,-0.0052,-0.0102,-0.0072,0.0359,0.0086,0.0027,0.015700000000000002
1994-05-01,0.015600000000000001,-0.0556,0.0025,-0.0058,0.0278,0.0032,-0.0308
